0.001000,-0.0049,-0.0227,1.0006,1.001
0.002000,0.0025,-0.0251,0.9780,0.978
0.003000,0.0127,-0.0239,0.9550,0.955
0.011000,0.0227,-0.0250,0.9366,0.937
0.013000,0.0256,-0.0252,0.9296,0.930
0.018000,0.0264,-0.0253,0.9291,0.930
0.022000,0.0260,-0.0262,0.9351,0.936
0.028000,0.0236,-0.0250,0.9489,0.949
0.032000,0.0187,-0.0272,0.9653,0.966
0.037000,0.0128,-0.0290,0.9813,0.982
0.042000,0.0035,-0.0291,0.9961,0.997
0.047000,-0.0049,-0.0289,1.0093,1.010
0.052000,-0.0119,-0.0296,1.0166,1.017
0.056000,-0.0172,-0.0284,1.0228,1.023
0.062000,-0.0218,-0.0273,1.0253,1.026
0.066000,-0.0274,-0.0265,1.0261,1.027
0.071000,-0.0307,-0.0254,1.0261,1.027
0.076000,-0.0313,-0.0243,1.0207,1.022
0.081000,-0.0325,-0.0218,1.0141,1.015
0.086000,-0.0299,-0.0204,1.0090,1.010
0.090000,-0.0243,-0.0199,1.0022,1.003
0.097000,-0.0215,-0.0181,0.9940,0.994
0.100000,-0.0163,-0.0166,0.9874,0.988
0.105000,-0.0117,-0.0158,0.9814,0.982
0.110000,-0.0104,-0.0167,0.9776,0.978
0.115000,-0.0079,-0.0186,0.9765,0.977
0.120000,-0.0063,-0.0194,0.9799,0.980
0.125000,-0.0041,-0.0196,0.9849,0.985
0.129000,-0.0032,-0.0201,0.9901,0.990
0.134000,-0.0039,-0.0221,0.9988,0.999
0.139000,-0.0037,-0.0233,1.0088,1.009
0.144000,-0.0049,-0.0247,1.0153,1.016
0.149000,-0.0066,-0.0298,1.0223,1.023
0.153000,-0.0049,-0.0284,1.0239,1.024
0.160000,-0.0055,-0.0306,1.0231,1.024
0.163000,-0.0058,-0.0299,1.0233,1.024
0.168000,-0.0004,-0.0298,1.0198,1.020
0.173000,-0.0014,-0.0279,1.0160,1.016
0.183000,0.0006,-0.0298,1.0088,1.009
0.187000,0.0043,-0.0269,1.0051,1.005
