0.001000,-0.5184,0.0115,0.8584,1.003
0.001000,-0.5119,0.0101,0.8684,1.008
0.006000,-0.5069,0.0086,0.8813,1.017
0.014000,-0.5044,0.0077,0.8944,1.027
0.016000,-0.5016,0.0061,0.9064,1.036
0.020000,-0.4982,0.0068,0.9135,1.041
0.025000,-0.4985,0.0088,0.9166,1.043
0.030000,-0.5000,0.0094,0.9128,1.041
0.035000,-0.5035,0.0099,0.9033,1.034
0.040000,-0.5060,0.0104,0.8934,1.027
0.046000,-0.5110,0.0130,0.8818,1.019
0.050000,-0.5165,0.0121,0.8658,1.008
0.054000,-0.5220,0.0144,0.8518,0.999
0.059000,-0.5301,0.0167,0.8373,0.991
0.064000,-0.5346,0.0168,0.8287,0.986
0.069000,-0.5415,0.0204,0.8282,0.990
0.079000,-0.5437,0.0193,0.8254,0.989
0.084000,-0.5423,0.0219,0.8323,0.994
0.088000,-0.5430,0.0222,0.8373,0.998
0.093000,-0.5424,0.0224,0.8493,1.008
0.098000,-0.5390,0.0203,0.8581,1.014
0.103000,-0.5357,0.0217,0.8652,1.018
0.108000,-0.5311,0.0178,0.8730,1.022
0.113000,-0.5286,0.0176,0.8820,1.028
0.118000,-0.5266,0.0161,0.8888,1.033
0.122000,-0.5256,0.0135,0.8908,1.034
0.128000,-0.5209,0.0115,0.8911,1.032
0.132000,-0.5200,0.0089,0.8879,1.029
0.137000,-0.5187,0.0083,0.8841,1.025
0.142000,-0.5182,0.0070,0.8785,1.020
0.147000,-0.5186,0.0049,0.8690,1.012
0.151000,-0.5198,0.0023,0.8617,1.006
0.156000,-0.5192,0.0028,0.8573,1.002
0.162000,-0.5181,0.0034,0.8525,0.998
0.166000,-0.5160,0.0007,0.8492,0.994
0.171000,-0.5164,0.0020,0.8492,0.994
0.176000,-0.5159,0.0047,0.8522,0.996
0.181000,-0.5133,0.0060,0.8581,1.000
0.186000,-0.5125,0.0073,0.8630,1.004
0.190000,-0.5126,0.0103,0.8684,1.008
0.196000,-0.5111,0.0106,0.8739,1.012
0.200000,-0.5101,0.0121,0.8793,1.017
0.205000,-0.5107,0.0157,0.8825,1.020
0.209000,-0.5114,0.0178,0.8845,1.022
0.215000,-0.5124,0.0202,0.8821,1.020
0.219000,-0.5138,0.0213,0.8791,1.018
0.224000,-0.5142,0.0224,0.8779,1.018
0.229000,-0.5140,0.0213,0.8766,1.016
0.234000,-0.5154,0.0232,0.8712,1.013
0.239000,-0.5171,0.0238,0.8685,1.011
0.244000,-0.5193,0.0262,0.8637,1.008
0.249000,-0.5176,0.0268,0.8545,0.999
0.253000,-0.5212,0.0247,0.8529,1.000
0.258000,-0.5217,0.0230,0.8486,0.996
0.263000,-0.5203,0.0227,0.8458,0.993
0.273000,-0.5203,0.0233,0.8451,0.993
0.278000,-0.5205,0.0179,0.8467,0.994
0.283000,-0.5246,0.0157,0.8527,1.001
0.287000,-0.5233,0.0136,0.8574,1.005
0.292000,-0.5242,0.0132,0.8648,1.011
0.297000,-0.5229,0.0118,0.8691,1.014
0.302000,-0.5240,0.0105,0.8739,1.019
0.307000,-0.5246,0.0082,0.8811,1.025
0.312000,-0.5256,0.0082,0.8844,1.029
0.317000,-0.5259,0.0078,0.8866,1.031
0.321000,-0.5246,0.0065,0.8863,1.030
0.326000,-0.5258,0.0050,0.8829,1.028
0.331000,-0.5260,0.0058,0.8809,1.026
0.336000,-0.5279,0.0077,0.8753,1.022
0.341000,-0.5304,0.0096,0.8707,1.020
