0.002000,-0.0017,-0.0340,0.8851,0.886
0.003000,-0.0050,-0.0356,0.8931,0.894
0.006000,-0.0063,-0.0396,0.9103,0.911
0.016000,-0.0125,-0.0411,0.9345,0.936
0.021000,-0.0182,-0.0424,0.9638,0.965
0.026000,-0.0221,-0.0440,0.9870,0.988
0.030000,-0.0238,-0.0440,1.0079,1.009
0.035000,-0.0254,-0.0392,1.0266,1.028
0.040000,-0.0279,-0.0381,1.0404,1.041
0.046000,-0.0287,-0.0377,1.0515,1.053
0.050000,-0.0306,-0.0357,1.0532,1.054
0.054000,-0.0297,-0.0323,1.0504,1.051
0.059000,-0.0267,-0.0299,1.0436,1.044
0.065000,-0.0219,-0.0272,1.0344,1.035
0.069000,-0.0175,-0.0244,1.0242,1.025
0.074000,-0.0139,-0.0220,1.0110,1.011
0.079000,-0.0103,-0.0210,0.9976,0.998
0.084000,-0.0075,-0.0205,0.9850,0.985
0.089000,-0.0068,-0.0206,0.9748,0.975
0.093000,-0.0039,-0.0195,0.9666,0.967
0.098000,-0.0018,-0.0185,0.9612,0.961
0.103000,-0.0022,-0.0179,0.9564,0.957
0.108000,-0.0047,-0.0200,0.9546,0.955
0.113000,-0.0079,-0.0223,0.9555,0.956
0.118000,-0.0113,-0.0237,0.9628,0.963
0.122000,-0.0150,-0.0270,0.9748,0.975
0.127000,-0.0167,-0.0296,0.9882,0.989
0.132000,-0.0184,-0.0313,1.0036,1.004
0.137000,-0.0224,-0.0338,1.0171,1.018
0.142000,-0.0243,-0.0360,1.0289,1.030
0.147000,-0.0234,-0.0378,1.0389,1.040
0.152000,-0.0242,-0.0379,1.0446,1.046
0.156000,-0.0230,-0.0384,1.0491,1.050
0.162000,-0.0230,-0.0377,1.0503,1.051
0.166000,-0.0237,-0.0370,1.0463,1.047
0.171000,-0.0237,-0.0371,1.0386,1.040
0.176000,-0.0220,-0.0351,1.0289,1.030
0.181000,-0.0208,-0.0343,1.0155,1.016
0.186000,-0.0166,-0.0340,1.0018,1.002
0.190000,-0.0174,-0.0315,0.9898,0.990
0.196000,-0.0152,-0.0327,0.9771,0.978
0.200000,-0.0123,-0.0295,0.9693,0.970
